Ancestro Racial Definitivo;Año;Ciclo Vital Definitivo;Cod Mipio;Clasificación de la Desaparición;Departamento Hecho Dane;Día Definitivo;Entidad Usuario que Radica DEFINITIVO;Escolaridad ajustada;Estado Desaparición Definitivo;Estado civil;Factor de vulnerabilidad;Grupo EDAD;Localidad;Mayor Menor De Edad;Mes Definitivo;Municipio Hecho Dane;Número de registros;Sexo;Tipo aparición DEFINITIVA;Zona ocurrencia DEFINITIVO
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin escolaridad;Continua Desaparecido;Soltero (a);Ninguno;(70 a 74);Santa fe;b) Mayores de Edad (>18 años);Mayo;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(65 a 69);Puente Aranda;b) Mayores de Edad (>18 años);Mayo;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;;Sin información;zzzNacionales Desaparecidos en el Extranjero;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Unión Libre;Ninguno;(60 a 64);NA;b) Mayores de Edad (>18 años);Agosto;zzzNacionales Desaparecidos en el Extranjero;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Unión Libre;Ninguno;(80 y más);Kennedy;b) Mayores de Edad (>18 años);Abril;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;76,001;Sin información;Valle del Cauca;Jueves;Fiscalía General de la Nación;Educación básica primaria;Continua Desaparecido;Unión Libre;Ninguno;(65 a 69);NA;b) Mayores de Edad (>18 años);Noviembre;Santiago de Cali;1;Hombre;Sin Información;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Lunes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Unión Libre;Ninguno;(75 a 79);Kennedy;b) Mayores de Edad (>18 años);Noviembre;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Lunes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Unión Libre;Ninguno;(80 y más);Ciudad Bolivar;b) Mayores de Edad (>18 años);Julio;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;25,295;Sin información;Cundinamarca;Miércoles;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Unión Libre;Sin información;(65 a 69);NA;b) Mayores de Edad (>18 años);Marzo;Gachancipá;1;Hombre;Sin Información;Cabecera Municipal
Negro;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;76,109;Sin información;Valle del Cauca;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Unión Libre;Otro;(70 a 74);NA;b) Mayores de Edad (>18 años);Octubre;Buenaventura;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Sábado;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Continua Desaparecido;Unión Libre;Ninguno;(65 a 69);Chapinero;b) Mayores de Edad (>18 años);Octubre;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;76,001;Sin información;Valle del Cauca;Sábado;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Unión Libre;Sin información;(65 a 69);NA;b) Mayores de Edad (>18 años);Agosto;Santiago de Cali;1;Hombre;Sin Información;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Unión Libre;Ninguno;(75 a 79);Kennedy;b) Mayores de Edad (>18 años);Noviembre;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Unión Libre;Ninguno;(80 y más);Tunjuelito;b) Mayores de Edad (>18 años);Agosto;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Unión Libre;Ninguno;(65 a 69);Los Martires;b) Mayores de Edad (>18 años);Marzo;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Continua Desaparecido;Viudo (a);Ninguno;(75 a 79);Engativa;b) Mayores de Edad (>18 años);Noviembre;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Continua Desaparecido;Viudo (a);Ninguno;(75 a 79);Kennedy;b) Mayores de Edad (>18 años);Noviembre;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;8,001;Sin información;Atlántico;Domingo;Fiscalía - Cuerpo Técnico Investigación;Educación inicial y educación preescolar;Continua Desaparecido;Viudo (a);Ninguno;(80 y más);NA;b) Mayores de Edad (>18 años);Septiembre;Barranquilla;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Viudo (a);Ninguno;(75 a 79);Suba;b) Mayores de Edad (>18 años);Octubre;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin escolaridad;Continua Desaparecido;Viudo (a);Otro;(80 y más);Rafael Uribe Uribe;b) Mayores de Edad (>18 años);Noviembre;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;13,244;Sin información;Bolívar;Lunes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin escolaridad;Continua Desaparecido;Viudo (a);Ninguno;(75 a 79);NA;b) Mayores de Edad (>18 años);Agosto;El Carmen de Bolívar;1;Hombre;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;76,001;Sin información;Valle del Cauca;Lunes;Fiscalía General de la Nación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Viudo (a);Ninguno;(60 a 64);NA;b) Mayores de Edad (>18 años);Noviembre;Santiago de Cali;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;47,189;Sin información;Magdalena;Martes;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Viudo (a);Sin información;(80 y más);NO DISPONIBLE;b) Mayores de Edad (>18 años);Agosto;Ciénaga;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Martes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Viudo (a);Ninguno;(75 a 79);Engativa;b) Mayores de Edad (>18 años);Julio;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Viudo (a);Otro;(70 a 74);Los Martires;b) Mayores de Edad (>18 años);Octubre;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Viudo (a);Ninguno;(80 y más);Engativa;b) Mayores de Edad (>18 años);Mayo;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Sábado;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Viudo (a);Habitante de la calle;(70 a 74);Kennedy;b) Mayores de Edad (>18 años);Abril;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Sábado;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Viudo (a);Ninguno;(70 a 74);Los Martires;b) Mayores de Edad (>18 años);Octubre;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Sábado;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Viudo (a);Ninguno;(65 a 69);Los Martires;b) Mayores de Edad (>18 años);Septiembre;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Sábado;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Viudo (a);Otro;(70 a 74);San Cristobal;b) Mayores de Edad (>18 años);Marzo;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;66,687;Sin información;Risaralda;Viernes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Viudo (a);Ninguno;(80 y más);NA;b) Mayores de Edad (>18 años);Agosto;Santuario;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;66,001;Sin información;Risaralda;Domingo;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Casado (a);Ninguno;(25 a 29);NA;b) Mayores de Edad (>18 años);Marzo;Pereira;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;5,001;Sin información;Antioquia;Miércoles;Fiscalía General de la Nación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Separado(a),Divorciado(a);Ninguno;(25 a 29);La Candelaria;b) Mayores de Edad (>18 años);Junio;Medellín;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;66,001;Sin información;Risaralda;Lunes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Sin Información;Sin información;(25 a 29);Centro;b) Mayores de Edad (>18 años);Marzo;Pereira;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;25,899;Sin información;Cundinamarca;Sábado;Policía Nacional;Sin información;Continua Desaparecido;Sin Información;Ninguno;(25 a 29);NA;b) Mayores de Edad (>18 años);Julio;Zipaquirá;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;66,001;Sin información;Risaralda;Domingo;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(25 a 29);NA;b) Mayores de Edad (>18 años);Septiembre;Pereira;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;5,615;Sin información;Antioquia;Domingo;Fiscalía General de la Nación;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Septiembre;Rionegro;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;76,13;Sin información;Valle del Cauca;Jueves;Personería;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(25 a 29);NA;b) Mayores de Edad (>18 años);Julio;Candelaria;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Blanco;01/01/2017 12:00:00 AM;(18 a 28) Juventud;5,113;Sin información;Antioquia;Lunes;Policía Nacional;Sin escolaridad;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Abril;Buriticá;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;15,001;Sin información;Boyacá;Miércoles;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Habitante de la calle;(20 a 24);NA;b) Mayores de Edad (>18 años);Marzo;Tunja;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;5,642;Sin información;Antioquia;Sábado;Fiscalía General de la Nación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Noviembre;Salgar;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Negro;01/01/2017 12:00:00 AM;(18 a 28) Juventud;76,13;Sin información;Valle del Cauca;Viernes;Personería;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Mayo;Candelaria;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;5,045;Desaparición presuntamente forzada;Antioquia;Viernes;Fiscalía - Cuerpo Técnico Investigación;Sin escolaridad;Continua Desaparecido;Unión Libre;Personas desmovilizadas o reinsertadas;(25 a 29);NA;b) Mayores de Edad (>18 años);Abril;Apartadó;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,13;Sin información;Valle del Cauca;Sábado;Personería;Sin información;Continua Desaparecido;Sin Información;Ninguno;(30 a 34);NA;b) Mayores de Edad (>18 años);Abril;Candelaria;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Blanco;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,13;Sin información;Valle del Cauca;Domingo;Personería;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(30 a 34);NA;b) Mayores de Edad (>18 años);Octubre;Candelaria;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;66,001;Sin información;Risaralda;Domingo;Fiscalía - Cuerpo Técnico Investigación;Sin escolaridad;Continua Desaparecido;Soltero (a);Ninguno;(40 a 44);NA;b) Mayores de Edad (>18 años);Noviembre;Pereira;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;5,887;Desastre natural;Antioquia;Jueves;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(45 a 49);NA;b) Mayores de Edad (>18 años);Mayo;Yarumal;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;66,001;Sin información;Risaralda;Lunes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(50 a 54);NA;b) Mayores de Edad (>18 años);Noviembre;Pereira;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;41,298;Sin información;Huila;Lunes;Fiscalía General de la Nación;Sin información;Continua Desaparecido;Soltero (a);Campesinos (as) y/o trabajadores (as) del campo;(55 a 59);NA;b) Mayores de Edad (>18 años);Noviembre;Garzón;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;66,17;Sin información;Risaralda;Martes;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(55 a 59);NA;b) Mayores de Edad (>18 años);Septiembre;Dos Quebradas;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;66,001;Sin información;Risaralda;Miércoles;Fiscalía - Cuerpo Técnico Investigación;Educación técnica profesional y tecnológica;Continua Desaparecido;Soltero (a);Ninguno;(40 a 44);Jardin;b) Mayores de Edad (>18 años);Noviembre;Pereira;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;50,4;Desaparición presuntamente forzada;Meta;Sábado;Policía Nacional;Sin escolaridad;Continua Desaparecido;Soltero (a);Sin información;(35 a 39);NA;b) Mayores de Edad (>18 años);Septiembre;Lejanías;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;27,001;Desaparición presuntamente forzada;Chocó;Domingo;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Unión Libre;Ninguno;(30 a 34);NA;b) Mayores de Edad (>18 años);Junio;Quibdó;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;5,079;Sin información;Antioquia;Jueves;Fiscalía General de la Nación;Sin información;Continua Desaparecido;Unión Libre;Sin información;(40 a 44);NA;b) Mayores de Edad (>18 años);Agosto;Barbosa;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;11,001;Sin información;Bogotá D.C.;Lunes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Unión Libre;Ninguno;(30 a 34);Antonio Nariño;b) Mayores de Edad (>18 años);Abril;Bogotá D.C.;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Negro;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,109;Desaparición presuntamente forzada;Valle del Cauca;Lunes;Fiscalía - Cuerpo Técnico Investigación;Sin escolaridad;Continua Desaparecido;Unión Libre;Otro;(55 a 59);NA;b) Mayores de Edad (>18 años);Marzo;Buenaventura;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Indigena;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,109;Desaparición presuntamente forzada;Valle del Cauca;Martes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Unión Libre;Campesinos (as) y/o trabajadores (as) del campo;(40 a 44);NA;b) Mayores de Edad (>18 años);Marzo;Buenaventura;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;66,001;Sin información;Risaralda;Martes;Fiscalía - Cuerpo Técnico Investigación;Educación inicial y educación preescolar;Continua Desaparecido;Unión Libre;Ninguno;(40 a 44);Cuba;b) Mayores de Edad (>18 años);Noviembre;Pereira;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;66,001;Sin información;Risaralda;Miércoles;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Unión Libre;Ninguno;(35 a 39);NA;b) Mayores de Edad (>18 años);Noviembre;Pereira;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Negro;01/01/2017 12:00:00 AM;(29 a 59) Adultez;52,835;Sin información;Nariño;Sábado;Policía Nacional;Sin información;Continua Desaparecido;Unión Libre;Ninguno;(35 a 39);NA;b) Mayores de Edad (>18 años);Abril;San Andres de Tumaco;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,13;Sin información;Valle del Cauca;Viernes;Personería;Educación básica primaria;Continua Desaparecido;Unión Libre;Ninguno;(35 a 39);NA;b) Mayores de Edad (>18 años);Noviembre;Candelaria;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;47,555;Sin información;Magdalena;Viernes;Fiscalía - Cuerpo Técnico Investigación;Educación inicial y educación preescolar;Continua Desaparecido;Unión Libre;Ninguno;(40 a 44);NA;b) Mayores de Edad (>18 años);Marzo;Plato;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Sin Información;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;41,396;Presunto secuestro;Huila;Martes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Casado (a);Ninguno;(60 a 64);NA;b) Mayores de Edad (>18 años);Marzo;La Plata;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;66,001;Sin información;Risaralda;Viernes;Fiscalía - Cuerpo Técnico Investigación;Educación inicial y educación preescolar;Continua Desaparecido;Casado (a);Ninguno;(70 a 74);NA;b) Mayores de Edad (>18 años);Noviembre;Pereira;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Sin Información;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;41,66;Sin información;Huila;Miércoles;Fiscalía General de la Nación;Sin información;Continua Desaparecido;Sin Información;Sin información;(65 a 69);NA;b) Mayores de Edad (>18 años);Abril;Saladoblanco;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Negro;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;66,001;Sin información;Risaralda;Sábado;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(70 a 74);Aeropuerto;b) Mayores de Edad (>18 años);Agosto;Pereira;1;Hombre;Sin Información;Centro Poblado - Inspeccion Corregimiento o Caserio
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;66,001;Sin información;Risaralda;Domingo;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Sin Información;Ninguno;(18 a 19);NA;b) Mayores de Edad (>18 años);Julio;Pereira;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;18,15;Desaparición presuntamente forzada;Caquetá;Viernes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Sin Información;Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Mayo;Cartagena del Chairá;1;Hombre;Sin Información;Rural Disperso (Vereda)
Indigena;01/01/2017 12:00:00 AM;(18 a 28) Juventud;44,001;Desaparición presuntamente forzada;La Guajira;Domingo;Fiscalía - Cuerpo Técnico Investigación;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Octubre;Riohacha;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;54,001;Sin información;Norte de Santander;Domingo;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Agosto;Cúcuta;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;41,524;Sin información;Huila;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(20 a 24);NA;b) Mayores de Edad (>18 años);Abril;Palermo;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;5,282;Sin información;Antioquia;Jueves;Policía Nacional;Sin escolaridad;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Abril;Fredonia;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;5,628;Desastre natural;Antioquia;Jueves;Fiscalía General de la Nación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(25 a 29);NA;b) Mayores de Edad (>18 años);Septiembre;Sabanalarga;1;Hombre;Sin Información;Rural Disperso (Vereda)
Negro;01/01/2017 12:00:00 AM;(18 a 28) Juventud;76,001;Sin información;Valle del Cauca;Lunes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(25 a 29);NA;b) Mayores de Edad (>18 años);Octubre;Santiago de Cali;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;25,307;Sin información;Cundinamarca;Lunes;Fiscalía General de la Nación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Febrero;Girardot;1;Hombre;Sin Información;Rural Disperso (Vereda)
Indigena;01/01/2017 12:00:00 AM;(18 a 28) Juventud;76,67;Sin información;Valle del Cauca;Martes;Policía Nacional;Sin información;Continua Desaparecido;Soltero (a);Sin información;(18 a 19);NA;b) Mayores de Edad (>18 años);Febrero;San Pedro;1;Hombre;Sin Información;Rural Disperso (Vereda)
